q_value,lowmfold,mcc
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.6938361842675166
0.04,5,0.6938361842675166
0.04,5,0.6938361842675166
0.04,5,0.6938361842675166
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.6938361842675166
0.04,5,0.6938361842675166
0.04,5,0.6938361842675166
0.04,5,0.6938361842675166
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,6,0.6803027542116533
0.04,6,0.6803027542116533
0.04,6,0.6803027542116533
0.04,6,0.6803027542116533
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.7209565680746517
0.04,6,0.7209565680746517
0.04,6,0.7209565680746517
0.04,6,0.7209565680746517
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.7611790951828082
0.04,6,0.7611790951828082
0.04,6,0.7611790951828082
0.04,6,0.7611790951828082
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7208468386428944
0.04,6,0.7208468386428944
0.04,6,0.7208468386428944
0.04,6,0.7208468386428944
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.7478574930182722
0.04,7,0.7478574930182722
0.04,7,0.7478574930182722
0.04,7,0.7478574930182722
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.7073855195515144
0.04,7,0.7073855195515144
0.04,7,0.7073855195515144
0.04,7,0.7073855195515144
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.6938361842675166
0.04,7,0.6938361842675166
0.04,7,0.6938361842675166
0.04,7,0.6938361842675166
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.7078682118715101
0.04,7,0.7078682118715101
0.04,7,0.7078682118715101
0.04,7,0.7078682118715101
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,3,0.7902115405460484
0.04,3,0.7902115405460484
0.04,3,0.7902115405460484
0.04,3,0.7902115405460484
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7498596870931131
0.04,3,0.7498596870931131
0.04,3,0.7498596870931131
0.04,3,0.7498596870931131
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.7209565680746517
0.04,3,0.7209565680746517
0.04,3,0.7209565680746517
0.04,3,0.7209565680746517
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.7485509163500211
0.04,3,0.7485509163500211
0.04,3,0.7485509163500211
0.04,3,0.7485509163500211
0.04,3,0.7628211925201888
0.04,3,0.7628211925201888
0.04,3,0.7628211925201888
0.04,3,0.7628211925201888
0.04,4,0.7354308444943293
0.04,4,0.7354308444943293
0.04,4,0.7354308444943293
0.04,4,0.7354308444943293
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7477454791039003
0.04,4,0.7477454791039003
0.04,4,0.7477454791039003
0.04,4,0.7477454791039003
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.7616949082549219
0.04,4,0.7616949082549219
0.04,4,0.7616949082549219
0.04,4,0.7616949082549219
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.7074334722260762
0.04,4,0.7074334722260762
0.04,4,0.7074334722260762
0.04,4,0.7074334722260762
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,5,0.7485509163500211
0.04,5,0.7485509163500211
0.04,5,0.7485509163500211
0.04,5,0.7485509163500211
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7354308444943293
0.04,5,0.7354308444943293
0.04,5,0.7354308444943293
0.04,5,0.7354308444943293
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.7477454791039003
0.04,5,0.7477454791039003
0.04,5,0.7477454791039003
0.04,5,0.7477454791039003
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,6,0.734564190240499
0.04,6,0.734564190240499
0.04,6,0.734564190240499
0.04,6,0.734564190240499
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7092406666984212
0.04,6,0.7092406666984212
0.04,6,0.7092406666984212
0.04,6,0.7092406666984212
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7758081185839772
0.04,6,0.7758081185839772
0.04,6,0.7758081185839772
0.04,6,0.7758081185839772
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.7611790951828082
0.04,6,0.7611790951828082
0.04,6,0.7611790951828082
0.04,6,0.7611790951828082
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7628211925201888
0.04,6,0.7628211925201888
0.04,6,0.7628211925201888
0.04,6,0.7628211925201888
0.04,7,0.734564190240499
0.04,7,0.734564190240499
0.04,7,0.734564190240499
0.04,7,0.734564190240499
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7773901024063068
0.04,7,0.7773901024063068
0.04,7,0.7773901024063068
0.04,7,0.7773901024063068
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7888256262693448
0.04,7,0.7888256262693448
0.04,7,0.7888256262693448
0.04,7,0.7888256262693448
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.7485509163500211
0.04,7,0.7485509163500211
0.04,7,0.7485509163500211
0.04,7,0.7485509163500211
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7628211925201888
0.04,7,0.7628211925201888
0.04,7,0.7628211925201888
0.04,7,0.7628211925201888
0.04,3,0.7611790951828082
0.04,3,0.7611790951828082
0.04,3,0.7611790951828082
0.04,3,0.7611790951828082
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7080404964684697
0.04,3,0.7628211925201888
0.04,3,0.7628211925201888
0.04,3,0.7628211925201888
0.04,3,0.7628211925201888
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.7478574930182722
0.04,3,0.7478574930182722
0.04,3,0.7478574930182722
0.04,3,0.7478574930182722
0.04,3,0.7758081185839772
0.04,3,0.7758081185839772
0.04,3,0.7758081185839772
0.04,3,0.7758081185839772
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.734564190240499
0.04,3,0.7888256262693448
0.04,3,0.7888256262693448
0.04,3,0.7888256262693448
0.04,3,0.7888256262693448
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7080404964684697
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.7628211925201888
0.04,4,0.7478574930182722
0.04,4,0.7478574930182722
0.04,4,0.7478574930182722
0.04,4,0.7478574930182722
0.04,4,0.7354308444943293
0.04,4,0.7354308444943293
0.04,4,0.7354308444943293
0.04,4,0.7354308444943293
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.7478574930182722
0.04,4,0.7478574930182722
0.04,4,0.7478574930182722
0.04,4,0.7478574930182722
0.04,4,0.7888256262693448
0.04,4,0.7888256262693448
0.04,4,0.7888256262693448
0.04,4,0.7888256262693448
0.04,5,0.7498596870931131
0.04,5,0.7498596870931131
0.04,5,0.7498596870931131
0.04,5,0.7498596870931131
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7080404964684697
0.04,5,0.7485509163500211
0.04,5,0.7485509163500211
0.04,5,0.7485509163500211
0.04,5,0.7485509163500211
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7628211925201888
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.7745343901331488
0.04,5,0.7745343901331488
0.04,5,0.7745343901331488
0.04,5,0.7745343901331488
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,5,0.7888256262693448
0.04,6,0.7092406666984212
0.04,6,0.7092406666984212
0.04,6,0.7092406666984212
0.04,6,0.7092406666984212
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.7080404964684697
0.04,6,0.6667793096481527
0.04,6,0.6667793096481527
0.04,6,0.6667793096481527
0.04,6,0.6667793096481527
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.7498596870931131
0.04,6,0.7498596870931131
0.04,6,0.7498596870931131
0.04,6,0.7498596870931131
0.04,6,0.7478574930182722
0.04,6,0.7478574930182722
0.04,6,0.7478574930182722
0.04,6,0.7478574930182722
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,7,0.7498596870931131
0.04,7,0.7498596870931131
0.04,7,0.7498596870931131
0.04,7,0.7498596870931131
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7080404964684697
0.04,7,0.7485509163500211
0.04,7,0.7485509163500211
0.04,7,0.7485509163500211
0.04,7,0.7485509163500211
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.734564190240499
0.04,7,0.734564190240499
0.04,7,0.734564190240499
0.04,7,0.734564190240499
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.7208468386428944
0.04,7,0.7208468386428944
0.04,7,0.7208468386428944
0.04,7,0.7208468386428944
0.04,7,0.7888256262693448
0.04,7,0.7888256262693448
0.04,7,0.7888256262693448
0.04,7,0.7888256262693448
0.04,3,0.7485509163500211
0.04,3,0.7485509163500211
0.04,3,0.7485509163500211
0.04,3,0.7485509163500211
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.6940365118821088
0.04,3,0.6940365118821088
0.04,3,0.6940365118821088
0.04,3,0.6940365118821088
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.721293714116065
0.04,3,0.7758081185839772
0.04,3,0.7758081185839772
0.04,3,0.7758081185839772
0.04,3,0.7758081185839772
0.04,3,0.7616949082549219
0.04,3,0.7616949082549219
0.04,3,0.7616949082549219
0.04,3,0.7616949082549219
0.04,3,0.7477454791039003
0.04,3,0.7477454791039003
0.04,3,0.7477454791039003
0.04,3,0.7477454791039003
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.8018788017690277
0.04,3,0.6940365118821088
0.04,3,0.6940365118821088
0.04,3,0.6940365118821088
0.04,3,0.6940365118821088
0.04,3,0.77486814739365
0.04,3,0.77486814739365
0.04,3,0.77486814739365
0.04,3,0.77486814739365
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.7518242860504715
0.04,4,0.7518242860504715
0.04,4,0.7518242860504715
0.04,4,0.7518242860504715
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.721293714116065
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7208468386428944
0.04,4,0.7616949082549219
0.04,4,0.7616949082549219
0.04,4,0.7616949082549219
0.04,4,0.7616949082549219
0.04,4,0.7215962104847156
0.04,4,0.7215962104847156
0.04,4,0.7215962104847156
0.04,4,0.7215962104847156
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.8018788017690277
0.04,4,0.6668255298921388
0.04,4,0.6668255298921388
0.04,4,0.6668255298921388
0.04,4,0.6668255298921388
0.04,4,0.77486814739365
0.04,4,0.77486814739365
0.04,4,0.77486814739365
0.04,4,0.77486814739365
0.04,5,0.7498596870931131
0.04,5,0.7498596870931131
0.04,5,0.7498596870931131
0.04,5,0.7498596870931131
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.7074334722260762
0.04,5,0.7074334722260762
0.04,5,0.7074334722260762
0.04,5,0.7074334722260762
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.721293714116065
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.7616949082549219
0.04,5,0.7354308444943293
0.04,5,0.7354308444943293
0.04,5,0.7354308444943293
0.04,5,0.7354308444943293
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.8018788017690277
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.7478574930182722
0.04,5,0.77486814739365
0.04,5,0.77486814739365
0.04,5,0.77486814739365
0.04,5,0.77486814739365
0.04,6,0.7758081185839772
0.04,6,0.7758081185839772
0.04,6,0.7758081185839772
0.04,6,0.7758081185839772
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.7478574930182722
0.04,6,0.7478574930182722
0.04,6,0.7478574930182722
0.04,6,0.7478574930182722
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.721293714116065
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7888256262693448
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.7616949082549219
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.8018788017690277
0.04,6,0.7208468386428944
0.04,6,0.7208468386428944
0.04,6,0.7208468386428944
0.04,6,0.7208468386428944
0.04,6,0.77486814739365
0.04,6,0.77486814739365
0.04,6,0.77486814739365
0.04,6,0.77486814739365
0.04,7,0.7074334722260762
0.04,7,0.7074334722260762
0.04,7,0.7074334722260762
0.04,7,0.7074334722260762
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.721293714116065
0.04,7,0.7773901024063068
0.04,7,0.7773901024063068
0.04,7,0.7773901024063068
0.04,7,0.7773901024063068
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.7616949082549219
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.8018788017690277
0.04,7,0.7478574930182722
0.04,7,0.7478574930182722
0.04,7,0.7478574930182722
0.04,7,0.7478574930182722
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.04,7,0.77486814739365
0.05,3,0.7354308444943293
0.05,3,0.7354308444943293
0.05,3,0.7354308444943293
0.05,3,0.7354308444943293
0.05,3,0.7073855195515144
0.05,3,0.7073855195515144
0.05,3,0.7073855195515144
0.05,3,0.7073855195515144
0.05,3,0.7485509163500211
0.05,3,0.7485509163500211
0.05,3,0.7485509163500211
0.05,3,0.7485509163500211
0.05,3,0.7208468386428944
0.05,3,0.7208468386428944
0.05,3,0.7208468386428944
0.05,3,0.7208468386428944
0.05,3,0.7073855195515144
0.05,3,0.7073855195515144
0.05,3,0.7073855195515144
0.05,3,0.7073855195515144
0.05,3,0.7208468386428944
0.05,3,0.7208468386428944
0.05,3,0.7208468386428944
0.05,3,0.7208468386428944
0.05,3,0.7342823073671614
0.05,3,0.7342823073671614
0.05,3,0.7342823073671614
0.05,3,0.7342823073671614
0.05,3,0.7478574930182722
0.05,3,0.7478574930182722
0.05,3,0.7478574930182722
0.05,3,0.7478574930182722
0.05,3,0.7078682118715101
0.05,3,0.7078682118715101
0.05,3,0.7078682118715101
0.05,3,0.7078682118715101
0.05,3,0.734564190240499
0.05,3,0.734564190240499
0.05,3,0.734564190240499
0.05,3,0.734564190240499
0.05,4,0.6804887317358674
0.05,4,0.6804887317358674
0.05,4,0.6804887317358674
0.05,4,0.6804887317358674
0.05,4,0.7073855195515144
0.05,4,0.7073855195515144
0.05,4,0.7073855195515144
0.05,4,0.7073855195515144
0.05,4,0.7073855195515144
0.05,4,0.7073855195515144
0.05,4,0.7073855195515144
0.05,4,0.7073855195515144
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.6938361842675166
0.05,4,0.6938361842675166
0.05,4,0.6938361842675166
0.05,4,0.6938361842675166
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.734564190240499
0.05,4,0.734564190240499
0.05,4,0.734564190240499
0.05,4,0.734564190240499
0.05,4,0.7478574930182722
0.05,4,0.7478574930182722
0.05,4,0.7478574930182722
0.05,4,0.7478574930182722
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.7208468386428944
0.05,4,0.734564190240499
0.05,4,0.734564190240499
0.05,4,0.734564190240499
0.05,4,0.734564190240499
0.05,5,0.7208468386428944
0.05,5,0.7208468386428944
0.05,5,0.7208468386428944
0.05,5,0.7208468386428944
0.05,5,0.7073855195515144
0.05,5,0.7073855195515144
0.05,5,0.7073855195515144
0.05,5,0.7073855195515144
0.05,5,0.6940365118821088
0.05,5,0.6940365118821088
0.05,5,0.6940365118821088
0.05,5,0.6940365118821088
0.05,5,0.7208468386428944
0.05,5,0.7208468386428944
0.05,5,0.7208468386428944
0.05,5,0.7208468386428944
